AGE;GENDER;DOMAIN;PhD;YEARSEXP;UNIVERSITY;UOC_POSITION;OTHER_POSITION;OTHERSTATUS;USERWIKI;PU1;PU2;PU3;PEU1;PEU2;PEU3;ENJ1;ENJ2;Qu1;Qu2;Qu3;Qu4;Qu5;Vis1;Vis2;Vis3;Im1;Im2;Im3;SA1;SA2;SA3;Use1;Use2;Use3;Use4;Use5;Pf1;Pf2;Pf3;JR1;JR2;BI1;BI2;Inc1;Inc2;Inc3;Inc4;Exp1;Exp2;Exp3;Exp4;Exp5
45;0;6;0;8;1;6;?;?;0;4;4;5;4;4;3;4;4;4;3;3;3;3;3;3;3;3;4;3;4;4;5;3;3;3;3;4;3;2;3;4;3;3;4;3;3;3;3;4;4;4;2;3
57;0;6;1;22;1;6;1;2;0;4;4;5;4;4;4;2;4;3;3;3;4;4;4;4;4;?;?;?;?;?;?;5;5;5;5;?;1;1;3;1;1;5;5;5;5;5;1;5;5;1;1;5
47;0;4;0;7;1;6;2;?;0;3;4;5;4;4;2;4;3;5;5;5;3;4;3;3;4;5;3;4;5;5;5;4;2;5;5;5;2;5;5;4;2;5;4;3;4;3;3;5;5;5;2;2
53;0;1;0;5;1;6;2;?;0;3;3;3;3;3;2;3;2;4;4;4;3;4;2;2;2;3;2;3;5;5;5;3;2;3;3;5;2;4;?;4;3;3;3;1;4;4;4;4;4;4;2;2
46;0;5;0;1;1;6;2;?;0;4;4;4;5;5;5;4;4;4;4;3;5;4;4;4;3;2;2;2;4;5;5;1;1;3;3;4;5;5;5;5;5;3;3;4;2;4;4;1;3;4;1;1
48;0;6;0;5;1;6;2;?;0;4;4;4;4;4;4;4;3;3;3;3;4;3;3;3;3;3;4;4;5;5;5;3;2;3;3;4;3;4;3;5;5;4;3;4;4;4;4;3;3;3;2;3
37;0;6;0;6;1;6;2;?;0;2;4;3;4;4;3;4;4;4;5;3;2;3;4;2;2;3;2;2;4;4;4;1;1;2;2;2;3;4;1;4;3;2;2;3;2;3;4;2;3;4;2;4
56;0;6;0;12;1;6;2;?;0;2;2;3;5;5;3;2;1;2;3;2;1;3;2;1;1;1;2;2;4;5;5;2;2;3;3;3;1;3;2;?;?;2;2;2;1;1;1;2;3;4;1;1
37;0;4;0;6;1;6;2;?;0;4;4;4;4;4;4;5;5;3;3;3;2;3;3;3;2;4;4;4;4;4;4;4;1;3;4;3;2;3;2;3;3;4;3;5;5;5;5;5;4;5;2;3
31;0;6;0;4;1;6;2;?;0;2;2;3;5;4;4;5;4;2;4;1;5;3;1;2;1;1;2;2;5;5;5;1;1;1;1;1;1;3;1;2;3;1;1;4;3;4;4;2;3;4;1;1
51;0;3;1;20;1;6;1;7;1;3;3;4;5;4;5;4;5;3;3;2;2;3;3;4;2;2;5;2;5;2;5;1;1;3;3;2;5;3;1;5;3;3;3;5;4;5;5;4;4;3;3;4
45;0;6;0;17;1;6;1;3;0;3;3;3;2;?;?;3;4;?;?;?;?;?;?;?;3;2;2;2;4;4;4;2;2;2;2;3;4;4;?;4;2;3;2;2;2;2;2;2;2;2;2;2
33;0;1;1;9;1;6;1;4;1;2;2;2;5;3;4;2;3;3;3;2;4;2;2;3;1;1;1;2;5;3;5;1;1;1;1;1;3;2;4;3;1;2;2;2;2;2;2;1;2;3;1;4
34;0;4;0;?;1;6;2;?;1;4;3;4;3;4;3;4;3;2;3;2;2;2;4;4;1;2;3;1;4;4;5;1;2;3;2;3;1;2;1;5;3;3;3;4;3;3;3;2;2;3;2;5
33;0;5;0;3;1;6;2;?;0;4;4;4;4;4;4;5;5;4;4;3;3;3;3;3;3;2;2;4;4;4;5;1;2;3;4;3;3;4;1;5;5;4;4;5;4;5;5;2;4;4;1;3
37;0;1;0;6;1;6;2;?;0;4;3;5;5;5;4;4;4;5;4;4;2;4;3;4;2;3;3;5;4;4;4;3;3;3;3;4;5;4;4;4;2;3;3;4;5;5;3;2;5;5;1;3
40;0;1;1;10;1;6;1;2;0;3;3;5;4;5;?;1;2;3;3;3;5;3;3;?;1;1;1;1;3;5;5;3;1;4;1;5;5;1;1;3;3;3;3;5;5;5;5;4;4;4;1;1
34;0;4;1;10;1;6;1;2;0;4;4;5;5;5;3;4;4;4;4;3;1;4;3;2;3;4;4;3;5;1;4;3;1;4;4;4;1;1;1;3;1;3;4;2;4;1;1;4;3;2;1;1
38;0;1;0;7;1;6;2;?;0;3;4;4;4;4;3;4;4;4;4;3;4;4;4;3;1;2;3;4;5;5;5;3;3;4;4;4;2;4;3;5;3;4;4;4;4;4;4;4;4;4;2;4
34;0;2;0;3;1;6;2;?;0;3;2;2;5;5;3;4;4;3;3;3;4;2;3;3;1;4;2;4;5;5;5;1;2;2;2;2;2;2;2;5;?;2;2;4;4;5;3;2;4;4;1;2
50;0;1;1;17;1;6;1;3;0;2;3;5;5;4;4;4;3;3;3;3;3;3;4;2;2;2;2;2;4;5;5;2;2;4;3;4;1;1;3;2;2;3;4;3;2;3;2;4;5;5;5;3
39;0;6;0;10;1;6;2;?;0;3;3;3;5;5;2;5;5;3;3;4;3;3;2;2;2;4;3;3;3;4;4;1;1;3;3;2;1;1;1;5;4;3;2;5;3;5;4;2;2;5;1;2
39;0;5;1;12;1;6;?;?;0;4;3;3;4;4;2;3;3;4;4;4;3;2;2;3;2;2;3;2;4;?;4;1;1;2;?;3;3;2;2;4;2;2;2;4;3;3;3;2;3;3;1;2
40;0;5;0;16;1;6;1;7;0;3;3;2;4;2;4;3;3;2;2;2;4;2;3;2;1;2;2;2;4;4;4;1;1;1;1;2;2;4;1;1;1;1;1;1;1;1;1;1;1;2;2;1
41;0;1;1;10;1;6;2;?;0;3;3;4;3;5;4;4;3;4;4;3;2;3;2;3;3;4;4;3;3;4;4;2;2;4;4;3;2;3;2;3;3;3;3;3;3;4;4;5;5;5;3;2
39;0;4;0;10;1;6;2;?;0;3;5;4;5;4;?;4;4;3;2;3;3;3;2;?;1;4;4;?;4;4;5;?;?;4;?;4;2;2;3;?;?;?;?;4;?;4;4;5;5;5;1;4
42;0;2;1;15;1;6;1;2;0;4;5;5;5;5;4;5;4;4;4;4;1;3;3;4;2;4;3;4;3;1;4;3;2;4;3;5;2;1;2;3;3;3;3;1;1;1;1;4;2;3;2;3
36;0;4;0;12;1;6;2;?;0;4;3;4;4;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;5;4;3;4;3;3;2;4;4;5;4;1;2;3;4;4;3;2;3;2;3;4;5;1
47;0;4;1;24;1;6;1;2;0;1;2;2;4;3;4;3;3;1;2;2;3;1;1;3;2;2;4;3;4;3;5;2;1;2;2;2;1;1;4;4;4;2;2;2;2;2;2;3;2;1;1;2
51;0;4;0;8;1;6;2;?;1;3;3;4;3;3;2;3;3;4;4;4;4;4;4;2;4;4;3;3;3;3;3;3;3;3;3;3;1;1;2;?;?;?;?;?;4;4;?;3;3;3;2;1
35;0;4;1;5;1;6;2;?;0;4;4;5;5;5;5;5;5;5;5;4;2;4;5;3;1;5;5;5;5;5;5;4;2;2;2;5;1;3;3;5;5;4;4;5;2;2;2;5;5;5;1;4
52;0;?;0;?;1;6;2;?;0;5;5;5;5;3;5;4;4;3;3;2;?;3;4;4;5;4;?;?;5;5;5;4;?;5;5;5;4;5;?;?;?;?;?;?;?;?;?;?;4;4;?;3
45;0;6;0;3;1;6;2;?;1;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;2;3;3;3;5;5;5;1;1;4;4;4;2;4;4;5;3;3;3;5;3;3;3;3;4;4;1;4
36;0;5;0;3;1;6;2;?;0;4;4;3;4;5;4;5;5;4;4;4;3;2;4;?;1;3;4;4;5;5;5;2;2;3;3;4;1;2;1;5;5;5;4;4;5;5;4;4;4;?;3;5
36;0;2;0;10;1;6;1;3;0;4;4;5;4;3;3;4;4;4;4;3;4;4;3;3;2;3;3;?;4;4;4;4;4;3;3;4;2;2;1;4;2;2;4;2;3;4;2;3;4;4;2;2
39;0;6;0;4;1;6;2;?;0;4;3;4;4;4;4;5;5;4;3;4;2;4;3;3;1;3;5;3;5;5;5;2;1;4;3;4;2;3;4;5;5;4;3;5;4;3;2;3;4;4;1;3
45;0;5;1;22;1;6;1;2;0;2;2;2;3;3;3;2;3;2;2;1;5;1;2;3;1;1;3;1;4;4;4;2;2;1;1;2;4;4;2;2;1;1;1;5;3;3;5;1;2;1;1;4
46;0;3;1;10;1;6;2;?;0;5;5;5;5;5;3;5;4;4;4;4;2;4;4;3;2;2;4;4;4;2;4;3;3;4;2;4;2;3;1;4;3;4;4;4;4;4;4;4;4;4;2;4
46;0;3;1;20;1;6;1;2;0;3;3;4;5;5;3;4;5;3;3;3;3;2;3;2;1;3;4;3;5;5;5;2;2;4;4;4;1;1;1;4;4;3;3;5;5;3;4;4;4;4;1;3
41;0;4;0;13;1;6;1;7;0;3;4;3;4;4;4;5;4;3;3;3;4;3;3;3;1;3;4;3;4;4;4;3;3;4;3;5;2;5;1;3;2;4;4;4;4;3;4;4;4;2;2;3
33;0;6;0;8;1;6;2;?;0;1;2;1;3;3;3;1;2;1;3;1;5;1;1;3;1;1;4;1;4;5;4;1;1;1;1;1;3;4;2;5;5;1;1;2;4;2;5;1;1;4;1;2
50;0;6;1;25;1;6;1;7;1;3;2;5;5;5;2;3;3;4;4;4;3;4;2;3;3;3;4;3;4;3;4;5;3;4;4;5;2;2;2;4;3;4;4;3;3;3;3;5;3;2;2;3
53;0;1;0;2;1;6;2;?;0;3;4;4;4;4;3;5;4;3;4;3;3;4;3;3;4;4;3;3;5;5;5;4;3;4;4;4;3;4;3;4;4;5;5;4;3;3;3;5;5;?;3;3
41;0;6;1;15;1;6;1;2;0;4;4;5;5;3;3;4;4;3;3;3;5;3;3;3;2;3;4;3;5;5;5;2;1;2;3;5;1;1;1;3;1;3;3;2;5;3;3;4;4;4;1;1
38;0;6;0;10;1;6;2;?;0;4;4;4;5;4;2;3;4;3;3;4;3;3;3;3;2;4;3;4;4;4;5;2;3;2;2;4;3;4;2;4;5;2;3;4;4;3;3;3;3;3;1;3
56;0;6;0;15;1;6;1;1;0;5;5;5;5;2;4;3;3;4;4;2;5;3;3;3;3;2;4;4;5;5;5;2;2;4;4;4;1;3;4;5;4;4;4;4;4;4;4;4;4;4;2;3
45;0;6;0;10;1;6;2;?;1;5;4;5;4;5;5;5;5;4;5;3;3;5;4;4;3;2;1;3;5;4;4;3;3;4;4;5;4;5;4;4;1;4;4;4;3;3;5;4;5;5;3;3
42;0;4;0;8;1;6;2;?;0;3;3;3;5;4;2;5;4;2;2;3;3;1;3;3;1;2;4;4;5;5;5;3;3;3;2;4;1;1;2;3;3;2;1;2;2;2;2;3;4;4;1;2
45;0;6;0;15;1;6;2;?;0;3;3;2;4;4;3;4;4;3;3;3;4;2;3;2;2;2;3;3;3;3;4;2;2;2;2;4;3;4;3;4;4;3;3;4;4;4;4;2;3;3;2;2
42;0;6;1;18;1;6;1;2;0;5;5;5;5;5;3;4;3;4;4;4;3;3;3;3;4;2;3;3;4;2;3;3;2;4;4;3;1;1;2;5;3;4;4;3;3;3;3;2;3;2;1;1
49;0;6;0;16;1;6;2;?;0;3;4;3;4;4;?;3;3;3;3;3;4;2;?;?;1;2;?;?;4;4;4;2;1;4;4;4;3;2;1;4;4;3;3;4;4;4;3;3;3;3;1;3
48;0;5;0;10;1;6;2;?;0;2;2;2;4;5;1;2;3;2;3;3;2;2;2;2;1;1;3;1;3;3;3;2;2;2;1;3;2;1;1;4;4;2;1;2;2;2;1;1;2;1;1;1
35;0;6;1;11;1;6;1;7;0;3;3;3;5;4;3;4;4;4;4;3;2;3;2;3;1;3;5;3;4;5;5;1;2;3;3;4;1;2;1;4;1;3;3;4;4;3;4;2;4;3;1;4
32;0;6;1;6;1;6;2;?;1;3;2;3;3;5;4;4;4;3;3;4;5;3;4;4;3;4;3;2;4;5;4;2;4;3;3;2;5;5;4;5;4;4;4;4;3;4;4;3;2;4;2;5
43;0;4;0;10;1;6;2;?;1;3;3;4;3;3;3;4;4;2;3;2;5;2;3;3;1;2;3;3;5;5;5;3;2;4;3;?;2;2;2;2;2;3;3;3;3;3;3;3;2;4;2;3
43;0;2;1;5;1;6;1;7;0;2;4;3;4;4;2;3;4;3;4;3;2;4;4;2;3;4;3;2;5;5;5;4;4;5;5;4;2;5;4;4;3;4;4;4;3;2;4;4;3;3;1;4
32;0;6;0;3;1;6;2;?;1;5;5;5;3;5;4;5;4;4;4;5;5;3;5;3;1;3;4;2;5;5;5;5;5;4;4;4;5;5;5;3;1;5;5;4;1;3;5;5;5;5;5;1
38;0;6;1;4;1;6;2;?;1;2;2;2;5;4;5;4;4;2;3;3;5;1;1;2;1;2;2;4;5;5;5;1;1;2;2;3;3;5;4;2;2;2;2;2;2;2;2;2;5;5;3;2
33;0;4;0;12;1;6;2;?;0;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1
46;0;6;0;10;1;6;2;?;0;2;2;3;5;4;3;4;3;3;3;4;5;3;2;3;2;3;4;3;4;4;4;1;1;2;2;3;2;2;2;3;3;3;3;2;3;2;2;2;4;4;1;2
56;0;6;0;10;1;6;2;?;0;2;3;3;5;4;3;4;3;3;3;3;3;2;2;1;1;2;4;2;4;4;4;1;1;1;2;3;2;4;2;4;4;2;2;4;3;4;4;2;2;3;1;1
42;0;6;1;14;1;6;1;2;0;4;4;3;5;4;?;4;4;4;3;3;4;3;3;?;1;3;5;3;5;3;5;2;1;4;3;4;1;1;2;2;2;3;2;3;3;2;1;3;3;5;1;1
42;0;4;1;14;1;6;1;2;0;2;3;3;5;4;2;4;3;4;4;3;2;4;3;3;2;2;4;1;5;4;4;2;2;3;2;3;1;2;2;4;3;2;2;4;3;3;4;4;3;4;2;2
46;0;2;1;22;1;6;1;2;0;3;4;4;5;4;3;4;4;5;5;5;2;5;2;3;2;5;5;4;5;5;5;1;1;3;4;5;1;1;2;5;4;4;4;2;5;5;3;4;3;3;1;2
47;0;4;1;23;1;6;1;1;0;3;3;3;4;4;4;3;3;3;3;3;3;3;4;2;2;2;3;2;4;3;3;1;1;3;3;3;2;2;3;2;1;2;3;4;4;3;4;2;4;3;1;1
55;0;1;0;20;1;6;1;7;0;4;3;4;5;4;5;4;4;3;4;3;3;4;3;3;1;2;3;4;4;4;5;3;3;3;4;4;1;2;2;4;3;3;3;3;3;3;3;3;4;4;1;5
59;0;5;0;15;1;6;2;?;0;3;3;3;3;3;1;3;3;2;2;2;3;3;3;?;1;1;1;2;2;2;5;1;?;2;1;2;1;1;1;3;2;2;2;3;3;5;4;1;1;2;1;2
34;0;6;0;4;1;6;2;?;0;2;4;4;4;4;4;4;4;2;2;2;1;4;4;2;4;1;2;2;5;4;5;1;1;2;2;4;5;5;4;5;5;3;4;2;5;5;5;2;4;4;1;2
39;0;4;0;3;1;6;2;?;1;5;5;5;5;5;5;5;5;4;3;2;4;4;3;?;5;2;5;3;5;5;5;5;1;4;4;4;1;1;1;3;3;5;5;4;4;4;5;5;5;5;5;2
49;0;?;1;21;1;6;2;?;0;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;3;3;3;4;5;5;3;3;4;4;4;5;5;5;4;4;4;4;2;2;2;5;4;4;4;3;4
36;0;6;1;9;1;6;1;4;0;4;4;4;5;4;3;3;3;4;4;2;2;3;2;2;2;2;4;3;4;5;4;2;2;4;2;4;3;3;2;4;3;4;4;4;4;3;3;3;3;2;1;2
33;0;4;0;2;1;6;2;?;0;3;3;4;3;3;3;4;3;3;3;3;2;3;3;2;2;4;3;3;4;3;3;1;1;3;2;3;2;1;1;4;2;2;3;3;3;3;3;3;3;3;1;1
49;0;5;0;8;1;6;2;?;0;3;4;3;4;?;2;4;3;3;3;2;4;2;3;2;2;2;3;3;3;4;4;2;1;2;2;3;2;2;2;4;4;3;3;4;4;3;3;3;3;4;1;2
47;0;4;1;24;1;6;1;1;0;2;2;2;4;4;4;2;3;3;3;2;4;2;1;3;1;1;2;1;3;1;4;1;1;1;1;1;3;3;1;3;4;2;1;4;2;2;2;1;3;3;1;2
40;0;6;1;15;1;6;1;3;0;5;4;5;5;5;5;5;5;5;5;5;3;4;5;5;1;3;1;2;5;5;5;1;1;1;1;5;1;2;5;2;1;3;3;?;?;?;?;2;4;5;1;1
40;0;6;1;18;1;6;1;2;0;3;3;3;5;4;?;4;4;4;4;3;3;3;3;?;?;3;4;3;4;4;?;?;?;?;?;3;?;?;?;5;4;?;?;?;?;?;?;4;?;4;?;?
38;0;5;0;10;1;6;2;?;0;3;3;3;4;4;3;3;3;4;4;4;3;3;3;3;1;3;3;3;4;4;4;1;1;2;2;3;1;2;1;4;3;3;3;4;4;4;4;2;2;2;1;1
44;0;5;0;12;1;6;1;7;0;2;3;1;3;2;5;4;3;2;5;4;5;5;5;3;1;1;2;1;4;5;3;1;1;1;1;1;1;1;2;4;2;1;1;5;4;3;3;1;2;3;1;1
36;0;5;0;8;1;6;2;?;0;3;3;3;5;3;2;4;5;5;5;4;2;4;4;4;1;3;3;2;5;5;5;1;1;2;2;4;1;1;1;4;3;4;3;5;4;4;4;3;3;3;1;2
40;0;1;0;8;1;6;2;?;0;2;2;3;3;3;3;4;3;3;3;2;3;3;4;4;2;2;4;2;4;5;5;2;1;2;2;2;2;3;2;4;3;3;3;5;5;5;5;4;4;4;1;3
40;0;4;0;13;1;6;2;?;0;4;3;4;3;3;4;3;?;4;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;2;2;3;3;4;4;4;4;3;4;?;3;2
37;0;4;0;8;1;6;2;?;0;3;2;3;4;4;4;2;3;3;2;3;3;3;4;3;2;4;4;4;4;4;5;3;2;3;3;4;2;5;4;3;3;3;4;?;2;2;2;3;4;2;2;4
41;0;6;0;12;1;6;1;7;0;3;4;4;5;5;3;4;3;2;3;2;3;2;3;3;1;3;3;3;5;4;4;2;1;3;3;4;1;2;1;3;1;2;3;4;2;5;3;3;4;4;1;1
44;0;5;1;16;1;6;1;2;0;4;3;3;3;5;4;5;5;3;3;3;4;4;3;4;1;1;2;1;4;4;4;1;1;1;1;3;1;1;1;1;1;1;1;3;2;2;5;1;3;4;1;1
63;0;6;1;35;1;6;1;2;0;2;3;3;4;4;2;3;3;3;3;2;3;3;2;2;1;2;4;3;4;?;4;2;1;3;2;3;1;3;4;4;4;3;3;3;4;3;5;3;3;3;1;2
38;0;5;1;?;1;6;1;2;0;4;4;4;5;5;?;5;5;4;4;4;4;4;4;4;1;3;2;4;4;4;4;1;2;2;1;4;1;1;1;4;4;2;2;3;2;4;5;3;5;5;?;2
54;0;1;1;7;1;6;2;?;0;3;4;4;4;4;4;5;4;3;3;2;2;3;3;3;1;2;2;4;3;4;4;2;1;3;2;4;1;2;1;5;5;3;3;4;4;4;4;4;5;5;1;1
36;0;6;0;6;1;6;2;?;0;5;3;4;5;4;3;5;4;4;5;4;2;5;3;4;4;2;2;3;5;5;5;3;1;4;5;4;5;5;5;3;2;4;5;3;3;4;2;5;5;5;2;1
46;0;6;0;12;1;6;2;?;0;4;4;5;5;4;4;4;4;4;4;4;2;3;4;4;4;3;4;4;4;4;4;2;4;4;4;4;4;4;2;5;5;4;4;5;5;5;5;3;4;5;1;4
42;0;6;1;18;1;6;1;3;0;3;3;5;5;5;3;4;4;4;4;4;3;4;3;3;3;3;3;3;5;5;5;1;1;3;2;3;1;3;2;4;2;3;3;4;4;4;4;5;4;4;1;3
45;0;5;1;15;1;6;1;1;0;4;3;3;5;4;3;4;4;3;3;3;5;2;2;3;2;1;2;1;3;3;3;1;1;2;2;3;2;2;2;2;1;1;3;3;3;3;3;3;1;5;1;1
43;0;6;0;9;1;6;2;?;0;4;3;3;4;4;3;4;3;4;4;3;5;4;3;3;1;3;4;3;5;4;5;2;1;2;1;3;1;2;1;4;4;2;2;4;5;5;4;2;2;4;1;2
47;0;5;0;?;1;6;1;7;0;2;2;2;3;3;3;3;?;2;3;2;5;3;2;2;2;2;4;2;3;4;4;1;1;2;2;2;4;4;3;3;4;2;2;5;5;5;3;2;2;4;?;2
45;0;1;0;4;1;6;1;7;0;3;2;2;4;4;?;4;4;2;3;3;4;1;1;2;1;?;4;?;3;5;5;2;2;1;1;2;1;2;2;4;2;1;2;3;3;3;3;3;4;4;1;4
41;0;1;1;11;1;6;1;4;0;4;3;3;5;5;4;5;5;2;3;3;3;2;4;3;1;2;3;4;5;5;4;2;1;2;2;3;1;3;2;4;3;3;3;4;4;3;2;4;5;5;1;1
39;0;4;0;9;1;6;2;?;0;4;4;5;4;4;3;5;5;4;4;?;3;4;3;3;3;4;5;5;5;5;5;4;1;5;5;5;4;3;1;5;5;5;5;4;5;5;4;5;5;5;1;4
37;0;6;0;3;1;6;2;?;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;?;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4
40;0;1;1;12;1;6;1;2;0;2;3;2;2;3;4;4;4;2;3;4;5;3;4;3;2;4;4;4;2;2;2;2;3;2;1;3;1;1;1;3;4;2;2;3;3;3;3;3;2;4;3;2
69;0;4;0;10;1;6;2;?;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;4;3;4;3;3;3;3;3
38;0;4;0;4;1;6;2;?;0;2;3;3;4;4;4;5;5;3;4;4;3;4;3;4;5;3;2;3;5;5;5;3;1;3;3;5;5;3;5;3;3;3;5;5;3;5;3;5;5;3;1;5
30;0;6;1;6;1;6;2;?;0;4;3;4;5;5;5;5;5;4;4;3;3;2;3;3;1;2;2;4;5;5;5;1;1;3;4;4;5;5;5;4;5;3;3;5;5;5;5;5;5;5;4;5
34;0;4;1;10;1;6;1;2;1;5;4;5;5;5;4;5;4;3;4;4;2;2;2;5;1;5;5;5;5;5;5;5;4;5;5;5;5;5;5;3;3;5;5;3;4;4;3;5;5;3;4;5
51;0;4;1;23;1;6;1;2;0;3;3;2;4;3;?;4;4;4;3;2;3;4;?;?;3;3;3;3;5;5;5;2;2;3;3;3;4;4;4;4;4;3;3;5;4;3;4;3;4;3;1;4
44;0;6;0;10;1;6;1;3;0;2;3;2;2;2;3;3;2;1;1;1;1;2;3;2;1;1;1;1;5;4;4;1;2;1;1;1;4;5;3;5;1;3;1;5;5;5;5;3;3;3;2;1
44;0;6;1;13;1;6;1;6;0;2;2;2;4;3;?;2;2;4;4;3;4;3;2;?;1;1;2;2;4;3;4;1;1;2;1;2;1;3;1;1;1;2;2;?;?;?;?;1;2;2;1;1
41;0;3;0;10;1;6;1;2;1;3;4;3;5;5;3;4;4;4;4;4;3;3;4;2;2;4;4;4;4;3;5;2;4;4;4;4;1;2;2;4;5;3;3;4;2;5;3;2;3;3;1;3
41;0;1;0;6;1;6;2;?;0;2;2;3;5;5;5;3;5;2;3;3;3;3;4;4;1;2;2;2;5;4;5;1;1;1;1;2;3;4;4;4;4;1;2;5;3;3;4;2;2;3;1;4
47;0;6;0;7;1;6;2;?;1;4;3;4;5;5;4;5;4;3;4;4;2;3;3;3;4;3;4;3;4;4;5;3;2;4;4;3;2;2;2;5;5;3;3;5;2;2;3;3;4;4;2;3
34;0;4;1;12;1;6;2;?;0;5;5;3;4;4;5;5;4;3;3;3;4;4;4;4;1;4;4;4;5;5;5;2;2;2;1;5;2;3;1;3;1;2;2;4;3;3;4;4;4;4;2;1
41;0;2;0;3;1;6;2;?;0;2;2;2;3;4;4;4;4;2;2;2;3;2;2;2;2;2;3;2;3;3;3;2;2;2;2;3;2;2;3;4;3;2;2;3;2;2;3;2;2;2;2;2
42;0;6;1;14;1;6;1;2;0;2;2;2;4;4;4;3;3;2;2;2;1;3;2;2;1;1;1;2;5;5;5;1;2;2;2;2;3;3;2;1;1;2;2;5;3;2;4;2;4;5;3;3
42;0;2;0;6;1;6;2;?;0;5;4;4;5;5;3;4;4;4;4;4;2;4;4;3;4;4;5;4;5;5;5;4;3;4;4;5;2;2;1;5;3;5;4;4;4;4;4;4;4;4;1;4
39;0;4;0;12;1;6;2;?;1;4;4;4;5;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;4;4;3;3;4
51;0;6;1;27;1;6;1;1;0;3;4;4;5;4;?;3;3;4;4;3;?;3;3;?;2;2;4;?;4;4;4;1;1;2;2;4;2;2;2;4;4;?;3;2;3;2;4;1;1;2;1;1
