AGE;GENDER;DOMAIN;PhD;YEARSEXP;UNIVERSITY;UOC_POSITION;OTHER_POSITION;OTHERSTATUS;USERWIKI;PU1;PU2;PU3;PEU1;PEU2;PEU3;ENJ1;ENJ2;Qu1;Qu2;Qu3;Qu4;Qu5;Vis1;Vis2;Vis3;Im1;Im2;Im3;SA1;SA2;SA3;Use1;Use2;Use3;Use4;Use5;Pf1;Pf2;Pf3;JR1;JR2;BI1;BI2;Inc1;Inc2;Inc3;Inc4;Exp1;Exp2;Exp3;Exp4;Exp5
39;0;5;0;3;1;6;2;?;0;5;5;5;5;5;5;5;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;2;5;4;3;4;5;2;4
33;0;3;1;4;1;6;1;7;0;3;4;5;4;4;3;5;5;4;4;2;4;4;3;3;1;3;2;3;4;3;4;3;1;4;4;4;4;3;1;2;1;3;3;5;3;3;4;4;5;5;1;2
55;0;1;0;3;1;6;2;?;0;5;5;5;5;5;3;5;5;4;4;4;2;5;5;4;3;4;5;5;5;5;5;3;3;4;4;5;1;2;1;?;?;4;4;3;3;3;3;5;5;5;1;3
24;0;4;0;?;1;6;1;7;0;2;2;3;5;4;4;4;4;3;3;2;4;3;2;3;3;3;4;2;5;5;5;2;1;2;2;2;1;2;5;2;2;2;2;4;2;2;4;4;4;4;1;4
63;0;6;1;10;1;6;1;2;0;3;2;2;3;3;3;4;3;2;2;2;5;1;2;3;1;2;1;2;4;4;4;1;1;1;2;3;1;2;2;2;1;2;2;3;3;3;4;1;3;3;1;2
53;0;1;1;10;1;6;2;?;1;5;5;5;5;5;5;5;5;5;4;4;3;4;4;2;2;2;4;3;5;5;5;3;3;4;4;3;4;5;4;5;4;4;4;5;4;5;5;4;4;4;4;4
52;0;6;0;7;1;6;2;?;0;1;1;1;4;2;?;3;1;1;3;2;3;1;1;3;1;2;1;?;4;4;4;1;1;1;1;1;2;4;1;3;3;1;1;4;2;1;2;1;1;3;1;1
44;0;6;0;18;1;6;2;?;0;4;4;5;4;4;3;4;5;4;4;3;3;5;4;5;5;3;4;3;5;5;5;3;2;4;4;5;3;4;3;5;3;4;5;4;3;3;4;4;3;3;1;5
48;0;5;0;8;1;6;?;?;1;3;3;3;5;4;3;3;4;3;4;3;4;3;3;3;2;3;4;3;4;4;4;2;2;2;2;3;3;3;2;4;4;3;3;4;3;4;4;2;3;4;2;2
43;0;6;0;20;1;6;1;7;0;2;2;2;4;3;2;3;3;3;3;3;4;2;1;3;1;2;4;1;4;2;3;1;1;1;1;1;3;2;4;3;1;1;1;2;4;1;2;1;3;4;1;1
42;0;4;1;10;1;6;2;?;1;4;5;4;4;5;3;4;5;4;3;4;2;3;3;3;5;3;4;4;5;4;5;4;4;4;3;5;4;4;2;?;?;?;?;3;2;2;4;5;4;5;2;2
41;0;6;0;?;1;6;2;?;0;4;4;4;5;5;5;4;5;4;4;4;2;3;4;3;3;2;4;4;5;5;5;3;4;3;4;4;3;5;4;5;3;4;4;5;4;5;5;5;5;5;2;5
37;0;6;1;7;1;6;1;7;0;3;4;2;5;4;5;5;5;1;2;2;5;1;4;5;1;1;1;3;5;5;5;1;2;1;1;1;4;5;5;5;3;3;3;5;4;4;5;2;4;4;3;2
41;0;6;1;8;1;6;2;?;0;3;3;4;5;5;2;5;4;4;5;4;2;4;3;2;2;2;3;1;4;4;4;3;3;3;3;3;2;3;2;5;3;3;3;3;4;3;2;3;3;3;2;3
41;0;6;1;5;1;6;1;7;0;3;3;3;5;4;4;5;5;3;2;2;3;3;3;3;1;3;3;3;4;4;5;3;3;3;2;4;2;4;2;3;3;3;2;4;3;2;2;3;3;4;4;2
42;0;2;1;5;1;6;2;?;0;2;2;1;3;2;2;3;2;1;1;1;4;1;2;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1
48;0;5;0;2;1;6;2;?;0;3;3;3;5;5;4;4;4;3;2;2;4;3;3;4;1;2;2;3;5;5;5;1;1;3;3;3;1;4;1;5;3;3;3;5;5;5;5;3;3;4;1;3
35;0;4;0;5;1;6;2;?;0;2;4;4;4;4;4;4;3;3;4;4;3;4;4;3;3;4;4;3;4;5;4;2;2;4;4;4;2;2;2;3;3;4;4;4;3;4;4;4;4;4;2;4
35;0;2;0;10;1;6;2;?;1;4;4;5;4;4;4;4;4;3;4;3;2;4;4;4;3;3;4;4;5;5;5;4;3;4;4;4;4;4;5;4;3;4;4;4;4;3;4;5;5;5;3;5
38;0;1;0;3;1;6;2;?;0;3;2;4;5;5;5;5;5;4;4;3;3;3;3;2;1;3;3;4;5;5;5;2;1;3;1;3;5;5;3;3;4;2;4;4;4;4;3;3;5;4;2;1
28;0;4;0;1;1;6;2;?;0;1;3;2;5;5;5;2;5;2;2;3;3;1;3;3;2;2;5;3;5;4;4;2;2;3;3;3;2;3;1;4;3;3;3;4;4;4;4;2;3;4;2;2
35;0;6;0;4;1;6;2;?;1;3;3;3;4;4;4;5;5;4;4;4;3;3;4;5;3;2;2;2;5;5;5;2;1;2;2;3;5;5;4;3;1;4;4;3;3;3;4;4;4;4;2;1
36;0;3;1;8;1;6;1;5;0;3;2;2;3;4;4;3;3;3;3;1;4;2;2;3;1;1;3;2;4;4;4;1;1;2;2;2;1;2;1;3;2;1;1;3;3;3;2;3;4;2;1;1
46;0;2;1;23;1;6;1;2;0;4;3;4;4;4;?;4;4;4;4;4;2;2;?;?;1;1;3;1;3;3;4;1;1;3;2;4;1;1;3;2;2;2;2;5;5;5;5;1;3;4;1;1
47;0;5;0;7;1;6;2;?;0;2;2;2;4;4;4;3;3;3;3;3;4;2;2;2;1;3;4;2;3;2;4;1;1;1;1;2;2;2;2;4;3;2;3;3;4;3;3;2;2;3;1;5
36;0;2;0;4;1;6;2;?;0;3;3;3;5;4;3;5;5;4;5;2;3;4;3;3;3;3;3;3;5;5;5;2;1;3;4;4;5;5;5;3;3;4;4;5;5;5;5;2;2;4;1;3
34;0;6;0;3;1;6;2;?;1;5;5;5;5;5;3;5;5;?;?;?;?;?;?;?;2;2;3;3;5;5;5;4;2;3;3;4;3;3;2;4;4;4;5;5;5;4;5;5;5;5;3;1
43;0;1;0;7;1;6;2;?;1;2;3;4;?;5;5;4;5;4;4;4;4;5;3;4;4;3;4;5;5;5;5;4;4;4;4;4;3;3;3;5;5;4;4;5;3;5;3;4;5;5;3;2
30;0;6;0;2;1;6;2;?;0;3;4;3;1;2;3;1;2;?;?;?;?;?;?;?;4;3;3;3;1;1;1;5;5;4;4;4;4;2;4;4;4;3;4;1;1;1;1;2;2;2;5;2
32;0;6;1;6;1;6;1;2;0;4;3;4;5;4;4;2;4;4;3;3;2;4;3;2;2;1;2;2;4;5;5;4;2;3;4;4;3;4;4;4;5;4;4;3;4;4;5;4;4;5;3;2
34;0;6;0;6;1;6;2;?;1;3;4;5;4;4;3;4;4;4;4;3;3;4;4;4;3;3;4;3;5;5;5;3;4;5;5;5;1;4;1;2;3;5;?;3;3;4;4;3;3;4;1;4
38;0;4;1;12;1;6;1;2;0;5;5;5;5;5;3;5;5;5;5;4;3;4;3;3;1;4;5;4;5;5;5;3;1;5;3;5;1;2;2;4;2;4;4;4;4;4;5;3;5;5;1;4
42;0;6;0;5;1;6;2;?;0;2;2;3;4;4;2;5;4;2;2;3;5;1;3;2;3;2;3;3;3;3;4;2;2;2;2;4;2;5;2;4;4;3;3;3;3;4;4;3;4;4;1;4
44;0;1;0;15;1;6;2;?;0;5;3;5;5;5;5;5;5;4;4;2;5;3;3;3;1;3;3;3;5;5;5;3;5;5;5;5;5;5;3;5;3;5;5;5;5;5;3;5;5;5;3;5
33;0;6;0;6;1;6;1;6;0;1;1;2;5;5;3;1;3;3;3;2;3;3;1;1;1;3;4;4;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;1;1;1;3;5;1;5
42;0;1;1;18;1;6;1;2;0;2;2;4;5;4;4;4;4;4;3;3;4;2;3;3;1;2;1;2;5;3;5;1;1;2;3;4;5;5;4;2;4;4;3;3;2;2;2;4;5;3;4;1
36;0;6;1;8;1;6;2;?;0;2;3;2;5;4;3;4;4;3;3;4;2;3;3;2;2;1;4;2;5;4;5;2;1;2;1;3;1;3;2;4;4;1;2;4;2;3;4;2;4;5;1;2
43;0;6;1;10;1;6;2;?;0;2;3;3;4;5;3;4;4;3;3;3;2;?;2;3;1;2;4;3;5;5;4;2;2;2;2;2;4;4;4;4;4;3;3;4;3;2;4;4;5;5;1;3
45;0;6;0;6;1;6;1;7;0;3;3;4;5;5;5;4;4;4;5;3;2;4;4;4;2;2;3;2;5;5;5;3;3;3;3;4;5;5;5;4;4;4;4;4;3;5;5;4;5;5;1;?
38;0;6;0;8;1;6;2;?;0;4;4;4;4;4;3;4;4;3;3;3;4;3;3;3;2;2;4;3;4;3;5;2;3;3;3;3;2;2;2;4;4;3;4;4;4;3;3;3;4;5;1;3
48;0;1;0;4;1;6;2;?;1;4;4;4;5;4;4;4;5;3;5;4;4;4;4;5;4;3;1;2;5;5;5;3;4;5;5;3;4;5;5;?;?;?;?;?;?;?;?;4;4;4;3;4
57;0;4;0;6;1;6;2;?;0;4;4;3;5;4;3;4;4;4;3;4;2;3;3;3;1;3;3;3;4;4;5;1;2;2;2;4;2;2;1;4;3;3;2;1;4;3;2;4;5;3;1;1
48;0;2;1;26;1;6;1;2;0;3;3;4;5;5;3;4;4;4;4;3;3;4;3;3;1;3;4;3;5;5;4;2;1;4;3;4;1;3;2;3;3;4;3;4;4;4;3;4;4;5;1;1
34;0;6;1;12;1;6;1;2;0;1;2;2;5;3;3;2;2;1;1;1;2;1;2;2;1;1;4;1;4;5;4;1;1;1;1;1;4;5;5;5;3;1;1;3;1;2;2;1;1;4;1;1
50;0;5;1;25;1;6;1;1;0;4;3;5;5;4;4;4;4;2;3;2;2;2;3;4;1;1;3;?;3;2;5;2;1;2;2;4;1;3;2;2;1;3;3;3;2;2;4;3;2;3;1;4
36;0;1;0;11;1;6;2;?;1;3;4;5;5;4;4;5;5;4;4;2;5;4;3;4;1;3;4;4;5;5;5;2;3;4;4;5;2;3;1;4;4;4;4;2;2;4;4;4;5;5;3;2
36;0;3;1;7;1;6;1;7;0;2;1;3;5;3;4;3;3;2;3;2;5;2;1;3;1;1;4;3;4;2;4;2;1;1;1;1;2;2;3;4;3;1;2;1;1;2;1;1;1;2;1;1
29;0;4;0;1;1;6;2;?;1;5;4;5;4;5;4;4;4;4;5;4;4;3;3;3;4;4;4;4;5;5;5;3;3;3;3;4;4;3;3;5;3;3;4;4;3;3;3;3;4;4;3;2
33;0;5;1;6;1;6;2;?;0;3;4;3;4;4;5;5;5;3;3;3;3;3;4;3;3;1;5;1;5;5;5;2;2;3;1;4;4;4;3;5;5;5;5;5;3;5;5;2;4;4;1;3
50;0;6;1;25;1;6;1;1;0;4;4;4;4;4;4;3;4;3;3;3;3;?;3;?;3;2;2;3;3;5;5;3;5;4;3;4;5;3;5;5;5;4;4;5;5;5;5;4;4;1;?;3
44;0;6;1;10;1;6;1;7;0;2;2;2;5;3;3;2;5;3;3;3;5;3;3;3;1;1;3;3;5;5;5;1;1;1;1;1;1;3;2;5;5;3;2;3;3;2;2;1;3;4;1;4
47;0;6;0;10;1;6;1;6;0;3;3;3;5;4;4;4;4;3;3;3;4;?;3;3;3;3;3;3;3;3;3;2;1;3;3;3;3;3;3;3;3;3;3;4;4;4;4;1;2;3;2;1
49;0;6;0;4;1;6;2;?;0;2;2;3;4;4;3;3;4;4;3;3;4;3;4;3;2;2;4;3;5;5;5;2;1;1;2;2;2;3;1;4;4;2;2;3;4;4;4;2;4;4;1;4
39;0;5;1;10;1;6;1;2;1;4;4;3;4;3;2;4;3;2;3;2;3;3;3;3;1;2;2;2;4;4;4;3;4;2;2;4;1;4;4;3;5;3;3;4;2;3;5;3;3;3;2;3
60;0;6;0;7;1;6;2;?;0;3;3;4;3;3;2;3;3;2;2;2;4;2;2;2;2;5;4;?;2;2;4;1;1;2;2;2;?;2;2;5;5;4;4;3;3;3;3;2;2;2;1;1
56;0;4;0;4;1;6;2;?;0;4;3;4;3;2;2;3;3;4;4;3;3;4;3;3;4;4;5;4;5;5;5;2;2;4;4;5;2;4;3;5;5;5;5;4;4;3;3;4;4;2;1;4
46;0;5;0;20;1;6;2;?;0;3;2;2;3;3;3;3;3;4;3;3;3;4;3;3;3;4;3;3;2;3;3;3;3;4;3;2;4;4;4;2;2;3;3;3;3;2;3;3;2;3;2;3
41;0;6;1;12;1;6;2;?;0;4;4;4;4;4;4;4;4;3;3;3;4;3;4;4;3;3;4;3;5;5;5;3;2;3;3;4;5;5;5;3;2;3;3;4;4;4;4;4;4;5;3;2
45;0;4;1;18;1;6;1;3;0;3;2;3;3;3;3;2;2;3;4;2;2;2;1;2;2;2;4;2;2;2;3;3;1;3;2;2;1;1;1;2;1;1;1;1;2;3;2;3;2;2;1;1
28;0;4;0;4;1;6;2;?;0;5;5;5;?;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;1;1
49;0;1;1;5;1;6;2;?;0;2;3;3;4;4;4;3;2;3;3;3;3;2;2;2;1;2;4;2;4;3;4;2;?;2;2;2;2;1;2;4;3;2;2;3;3;3;2;3;3;2;1;2
39;0;1;1;6;1;6;2;?;0;1;1;2;5;3;3;2;3;2;2;2;5;1;3;3;1;3;1;3;5;5;5;1;2;2;1;3;1;1;3;5;5;2;1;5;3;5;5;2;1;3;1;2
37;0;4;0;5;1;6;2;?;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
54;0;6;0;3;1;6;2;?;1;5;3;4;3;4;1;2;2;1;2;3;4;1;3;4;1;2;2;2;4;2;5;1;2;2;2;3;3;4;1;2;2;2;2;5;3;5;5;4;4;4;2;2
46;0;6;1;7;1;6;2;?;0;5;5;5;5;2;?;?;3;2;2;2;5;3;4;1;1;1;2;?;5;5;5;2;1;3;?;1;1;1;3;5;1;3;1;1;1;3;3;3;2;5;1;1
46;0;6;1;10;1;6;2;?;0;1;2;3;5;3;5;4;3;3;3;2;4;3;2;3;1;4;5;3;5;5;5;1;1;2;2;3;1;2;4;5;5;2;2;2;2;3;2;2;4;3;3;2
41;0;4;0;5;1;6;2;?;0;4;4;5;4;4;3;4;4;3;3;3;2;3;3;3;5;3;2;3;4;4;4;4;3;4;4;4;1;3;4;5;3;4;4;4;4;4;5;5;4;4;1;1
35;0;6;1;5;1;6;1;4;0;2;2;2;4;4;?;4;3;4;4;2;4;3;2;?;1;3;2;?;4;4;4;2;1;1;2;4;2;2;2;1;1;2;?;4;3;4;4;2;3;4;1;1
38;0;6;1;12;1;6;1;2;0;3;4;3;4;4;3;3;3;3;3;2;1;2;3;3;1;2;2;3;2;3;4;1;2;3;3;3;1;1;1;2;1;2;2;4;3;3;5;2;2;4;1;2
28;0;6;0;5;1;6;1;7;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
49;0;6;0;1;1;6;2;?;0;3;4;2;3;2;4;4;3;3;3;2;2;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;5;4;3;3;5;4;4;4;3;3;4;2;2
42;0;1;0;8;1;6;2;?;1;4;3;4;5;5;4;5;4;4;4;3;4;3;4;3;3;3;4;4;5;5;5;3;2;4;3;4;3;4;4;5;5;4;4;5;2;3;5;2;3;4;3;4
44;0;4;1;22;1;6;1;2;0;4;3;4;4;4;3;3;4;3;4;2;4;3;4;3;2;2;3;3;4;3;4;2;1;2;2;3;1;4;2;3;4;2;2;3;3;2;2;3;3;3;2;4
31;0;6;0;5;1;6;2;?;1;3;2;3;5;4;4;4;4;4;4;4;3;4;4;4;2;2;5;2;5;5;5;1;1;4;4;4;5;5;5;5;3;3;4;5;5;4;5;4;?;5;1;1
32;0;6;1;3;1;6;1;3;0;5;5;5;5;5;5;3;5;3;4;3;3;3;4;4;3;3;3;4;4;4;4;1;1;2;2;4;3;3;3;4;5;4;3;3;4;4;2;2;5;5;1;4
34;0;5;1;8;1;6;1;7;0;4;4;4;5;4;4;4;4;3;3;4;5;3;3;2;1;4;2;4;5;5;5;1;1;4;4;4;?;2;1;5;4;4;4;5;5;5;5;4;5;3;1;1
34;0;2;0;3;1;6;2;?;0;4;4;4;5;4;4;5;4;3;4;3;3;3;2;2;2;3;3;3;4;4;5;2;3;4;4;4;2;3;1;4;?;?;?;?;?;?;?;4;4;4;2;1
29;0;2;0;1;1;6;2;?;0;4;3;3;4;5;4;5;5;4;4;2;5;3;4;3;1;2;3;3;5;5;5;1;1;2;2;2;1;3;2;5;3;3;2;5;4;3;2;1;4;3;1;4
36;0;4;1;12;1;6;1;6;0;5;5;5;5;5;4;5;5;4;5;4;3;4;4;4;1;2;2;1;5;5;5;3;1;5;3;5;1;5;5;4;1;3;3;3;4;3;4;4;4;4;1;2
42;0;1;0;9;1;6;1;6;0;2;2;1;5;5;3;4;4;3;3;3;5;3;?;?;1;2;3;1;3;3;4;1;1;1;1;2;2;4;2;3;4;2;2;4;5;5;3;2;2;3;1;4
33;0;4;0;2;1;6;2;?;0;5;5;5;5;3;3;4;4;4;4;4;4;5;3;4;3;5;4;5;5;5;5;1;1;3;3;5;2;2;1;5;5;3;2;3;3;3;3;4;5;5;1;2
44;0;5;0;4;1;6;2;?;0;5;5;5;5;5;5;5;5;3;3;3;5;3;3;3;3;3;3;1;5;5;5;1;1;3;3;3;1;1;1;3;3;3;3;5;5;5;5;1;1;1;1;1
34;0;4;0;11;1;6;2;?;0;2;3;3;5;4;4;2;4;3;3;3;3;3;3;4;4;4;4;4;5;5;5;2;2;3;3;4;2;2;2;3;3;3;3;5;4;4;4;3;3;3;2;2
53;0;5;1;25;1;6;1;1;0;4;4;4;4;4;?;4;4;3;3;3;3;3;3;3;3;2;2;2;3;4;4;3;3;3;3;3;3;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3
42;0;5;1;15;1;6;1;2;0;2;3;3;5;3;3;4;4;3;3;2;2;3;3;2;1;2;3;4;5;5;5;2;3;3;2;3;4;4;4;4;4;2;3;3;4;4;4;3;4;4;1;3
35;0;2;1;5;1;6;2;?;0;3;3;4;5;3;4;4;3;4;4;3;4;2;3;2;1;3;4;3;3;3;4;1;2;2;2;4;1;4;1;4;2;2;3;3;3;3;3;2;3;4;1;4
41;0;4;0;3;1;6;1;6;0;2;1;1;3;2;4;3;2;1;1;2;2;1;1;2;1;2;4;4;1;1;1;2;1;1;1;1;2;1;1;2;4;1;3;1;1;2;?;1;1;1;3;2
45;0;6;1;16;1;6;1;2;0;3;4;4;5;4;?;4;5;4;4;3;4;3;?;?;2;3;2;3;5;5;5;1;1;4;4;5;1;5;5;1;1;4;4;5;3;2;3;4;5;5;1;1
44;0;1;1;5;1;6;2;?;0;4;4;4;4;3;3;3;4;3;4;3;3;3;3;3;2;3;2;2;4;4;5;3;3;4;4;3;2;3;3;4;2;4;3;3;3;3;3;3;3;4;3;4
43;0;5;1;10;1;6;1;7;1;3;3;2;5;4;2;4;4;2;2;2;4;3;3;2;1;3;5;3;5;5;5;1;1;2;2;4;3;5;5;5;5;3;2;3;2;4;3;3;4;3;1;4
33;0;1;0;3;1;6;2;?;0;3;3;4;4;4;2;4;4;4;4;4;2;4;3;3;4;3;3;4;4;5;4;4;3;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;5;2;4
33;0;5;1;10;1;6;1;2;0;2;2;2;2;2;4;4;4;2;2;2;2;1;2;2;1;2;2;2;2;2;4;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
33;0;3;0;5;1;6;1;7;0;3;4;4;4;5;5;5;5;3;3;3;3;2;3;4;1;1;2;2;5;5;5;1;1;1;1;1;1;5;2;5;5;3;2;3;2;4;5;3;4;5;1;2
58;0;4;1;30;1;6;1;2;0;3;2;3;4;4;5;2;3;2;3;3;3;3;2;3;2;3;4;3;4;3;3;3;1;2;2;4;2;2;2;4;3;2;2;2;4;4;4;2;3;3;1;1
43;0;5;0;8;1;6;2;?;0;4;4;4;5;4;4;4;4;3;3;3;5;4;3;3;3;3;3;4;4;4;4;3;2;3;3;4;3;4;4;3;3;3;3;3;4;4;4;3;4;3;1;2
38;0;4;0;3;1;6;2;?;0;4;4;4;4;4;3;3;3;4;3;3;2;3;3;3;1;3;4;4;4;4;4;1;1;4;4;4;1;1;1;3;3;4;4;4;3;3;3;4;3;4;1;4
36;0;1;0;3;1;6;2;?;0;3;3;3;5;5;4;4;4;1;4;2;2;2;3;3;1;2;3;3;3;4;4;2;2;2;3;3;2;2;2;4;4;3;3;3;2;2;4;3;4;5;2;5
45;0;4;0;1;1;6;2;?;0;2;4;4;4;4;3;4;4;4;4;3;4;4;3;3;2;3;3;5;4;4;4;3;1;4;4;4;1;1;1;4;3;4;4;2;2;2;2;4;4;4;1;1
42;0;1;1;10;1;6;2;?;0;3;3;3;5;5;3;4;4;4;4;3;2;3;3;3;1;2;4;3;5;5;5;1;1;1;1;2;1;1;1;5;5;3;3;3;3;3;3;2;2;4;1;3
42;0;6;0;8;1;6;1;7;0;4;3;4;4;3;3;4;4;3;4;3;3;4;4;4;3;3;4;3;4;4;4;4;4;3;3;4;2;4;4;5;5;3;4;4;4;4;4;4;4;3;4;4
39;0;4;1;10;1;6;1;6;0;5;5;5;5;5;?;5;4;5;4;4;4;4;?;?;2;3;3;4;5;4;5;5;1;4;4;5;1;2;2;4;2;3;5;5;5;5;5;5;5;5;1;2
62;0;1;0;4;1;6;1;3;0;4;4;3;4;4;?;5;5;2;3;5;3;2;4;4;2;5;4;5;5;5;5;?;?;3;5;3;1;3;1;5;5;3;4;5;5;5;5;?;?;?;?;?
42;0;5;1;16;1;6;1;2;0;2;3;4;5;3;?;3;3;3;4;3;3;3;3;?;2;1;2;2;3;3;4;2;2;3;3;3;1;5;3;4;4;3;3;3;3;2;3;4;4;4;1;2
44;0;1;0;3;1;6;2;?;1;2;3;3;4;4;4;3;3;4;4;4;3;3;4;3;3;3;4;3;3;4;4;3;1;2;2;3;2;1;3;4;3;2;2;4;3;4;4;3;4;4;2;4
36;0;1;0;3;1;6;2;?;0;4;3;3;5;5;3;3;4;3;3;3;4;3;3;2;2;2;3;3;5;5;5;2;3;3;3;3;3;4;4;3;3;4;4;4;4;3;3;3;4;4;1;3
34;0;4;0;5;1;6;1;7;1;3;3;4;4;5;4;5;3;4;3;2;2;4;?;?;3;2;2;3;5;4;4;3;2;4;4;4;4;5;2;3;2;4;4;5;4;2;4;3;4;5;4;1
57;0;6;1;25;1;6;1;2;0;2;2;2;5;4;3;3;3;3;3;3;5;2;3;3;1;2;2;3;?;3;3;1;1;3;1;2;2;2;1;3;3;2;2;4;3;4;3;2;2;1;1;2
49;0;6;1;5;1;6;2;?;0;2;2;3;5;3;?;3;2;2;2;2;2;2;1;?;1;?;3;?;5;5;5;1;1;1;1;2;5;3;3;3;?;1;2;3;1;3;5;3;3;3;1;1
30;0;4;0;1;1;6;2;?;0;4;5;4;5;5;5;5;5;2;3;3;2;1;3;3;1;2;5;2;4;4;2;1;1;3;1;4;2;3;3;5;3;3;3;4;5;2;5;2;4;4;2;1
50;0;6;0;9;1;6;1;7;1;4;4;5;4;4;4;5;4;5;4;4;4;4;3;3;3;3;4;5;5;5;5;5;4;5;5;5;3;5;3;4;3;5;5;5;4;4;5;5;5;5;4;4
29;0;6;0;2;1;6;2;?;0;3;3;4;4;2;3;4;4;4;4;2;5;4;3;3;1;2;2;2;5;5;5;2;1;1;2;3;3;4;3;2;2;3;3;3;3;3;4;4;4;4;1;1
38;0;6;0;7;1;6;1;7;0;3;3;4;4;3;2;3;2;3;3;3;2;3;2;3;2;2;2;3;2;3;2;3;2;2;3;2;3;3;3;5;?;3;3;5;3;3;4;2;3;2;3;3
38;0;5;1;15;1;6;1;2;0;3;3;4;4;4;?;5;4;4;4;4;4;3;3;?;1;3;2;3;3;3;4;?;?;4;3;4;1;1;2;3;3;3;3;3;5;3;3;3;4;3;1;?
50;0;6;1;13;1;6;2;?;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;3;3;3;3;3;3;3;3;3;3;3
